cuotas,monto,edad,ingresos,empresa,comerciante,comercio,sucursal,plan,sexo,ocupacion,calificacion,nacionalidad,localidad,mora
0.09,0.0287,0.22,0.0348,0.1,0.0158,0.0333,0.07,0.2316,0.154,0.0133,0.0015,0.3466,0.5074,True
0.06,0.002,0.24,0.5106,0.1,0.1051,0.3416,0.48,0.2318,0.147,0.2069,0.0016,0.3466,0.2799,True
0.06,0.0029,0.23,0.3399,0.1,0.0157,0.0378,0.05,0.2316,0.154,0.0133,0.0015,0.3466,0.4637,True
0.06,0.0012,0.25,0.8576,0.1,0.0243,0.4232,0.05,0.2279,0.154,0.0133,0.0015,0.3466,0.3574,True
0.12,0.0023,0.34,0.4375,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2069,0.0016,0.3466,0.0372,True
0.09,0.0014,0.35,0.7014,0.1,0.0157,0.0377,0.04,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0023,0.63,0.4333,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.2068,0.0016,0.3466,0.6215,True
0.09,0.0219,0.38,0.0458,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0015,0.3466,0.0485,True
0.12,0.0047,0.24,0.2108,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0015,0.3466,0.236,True
0.06,0.0033,0.21,0.3039,0.1,0.0157,0.0377,0.02,0.2316,0.154,0.0133,0.0015,0.3466,0.5306,True
0.06,0.0016,0.4,0.6101,0.1,0.1066,0.3458,0.01,0.227,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,0.0361,0.51,0.0277,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0015,0.3466,0.1777,True
0.06,0.0093,0.25,0.1077,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.0133,0.0016,0.3466,0.4637,True
0.12,0.0134,0.58,0.0747,0.1,0.1103,0.3631,0.49,0.2318,0.147,0.2068,0.0015,0.3466,0.4579,True
0.12,0.0017,0.72,0.5785,0.1,0.037,0.3449,0.47,0.2141,0.147,0.2068,0.0015,0.3466,0.5561,True
0.09,0.0042,0.55,0.2393,0.1,0.0161,0.0379,0.25,0.2316,0.147,0.2075,0.0016,0.3466,0.3524,True
0.09,0.0026,0.48,0.3833,0.1,0.0158,0.0333,0.07,0.2316,0.147,0.0133,0.0016,0.3466,0.5074,True
0.12,0.1168,0.37,0.0086,0.1,0.016,0.0334,0.24,0.2316,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,0.0016,0.24,0.6258,0.1,0.1069,0.3464,0.01,0.2144,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0038,0.55,0.2602,0.1,0.016,0.0334,0.24,0.2316,0.147,0.2068,0.0015,0.3466,0.5833,True
0.09,0.002,0.68,0.5074,0.1,0.0159,0.0379,0.14,0.2316,0.154,0.2068,0.0015,0.3466,0.2671,True
0.12,0.0037,0.61,0.2693,0.1,0.1195,0.3928,0.47,0.2206,0.147,0.2068,0.0016,0.3466,0.4579,True
0.12,0.0021,0.39,0.4867,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.3098,True
0.06,0.0036,0.51,0.2817,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0019,0.61,0.535,0.1,0.0157,0.0378,0.06,0.2316,0.147,0.2068,0.0015,0.3466,0.5891,True
0.06,0.003,0.53,0.3333,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.2068,0.0016,0.3466,0.2194,True
0.04,0.0027,0.42,0.3684,0.1,0.1009,0.4133,0.06,0.2233,0.154,0.0133,0.0016,0.3466,0.2799,True
0.12,0.0014,0.29,0.7216,0.1,0.1009,0.4133,0.06,0.2233,0.147,0.0133,0.0016,0.3466,0.1887,True
0.09,0.0016,0.29,0.6333,0.1,0.0158,0.0379,0.1,0.2316,0.154,0.0133,0.0015,0.3466,0.4579,True
0.06,0.0086,0.43,0.1166,0.1,0.1064,0.3449,0.48,0.2141,0.147,0.0133,0.0016,0.3466,0.4579,True
0.09,0.005,0.25,0.2,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0015,0.3466,0.0971,True
0.12,0.0022,0.74,0.464,0.1,0.0001,0.021,0.07,0.0283,0.154,0.207,0.0016,0.3466,0.5074,True
0.06,0.0284,0.34,0.0352,0.1,0.0158,0.0333,0.07,0.2315,0.154,0.0133,0.0015,0.3466,0.5074,True
0.12,0.025,0.22,0.04,0.1,0.0157,0.0335,0.04,0.2316,0.147,0.0133,0.0015,0.3466,0.4579,True
0.12,0.0168,0.63,0.0595,0.1,0.0937,0.3304,0.06,0.2112,0.147,0.214,0.0016,0.3466,0.4579,True
0.09,0.0025,0.29,0.3933,0.1,0.1103,0.3631,0.49,0.2318,0.154,0.0133,0.0015,0.3439,0.1506,True
0.06,0.0011,0.53,0.875,0.1,0.1251,0.4107,0.36,0.2318,0.147,0.2069,0.0016,0.3466,0.1887,True
0.12,0.0446,0.3,0.0224,0.1,0.0158,0.0333,0.07,0.2316,0.147,0.0133,0.0016,0.3466,0.5074,True
0.06,0.0405,0.39,0.0247,0.1,0.0158,0.0333,0.07,0.2315,0.154,0.0133,0.0016,0.3466,0.5074,True
0.12,0.0011,0.55,0.8794,0.1,0.1051,0.3416,0.48,0.2318,0.154,0.0133,0.0016,0.3466,0.4695,True
0.12,0.0089,0.39,0.1123,0.1,0.016,0.0334,0.24,0.2316,0.147,0.2075,0.0016,0.3466,0.5351,True
0.12,0.0113,0.68,0.0882,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0015,0.75,0.68,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.2068,0.0016,0.3466,0.3098,True
0.12,0.0017,0.32,0.5836,0.1,0.0157,0.0335,0.06,0.2316,0.147,0.0133,0.0016,0.3466,0.3941,True
0.12,0.0011,0.26,0.92,0.1,0.1302,0.432,0.02,0.2308,0.154,0.0133,0.0016,0.3466,0.3206,True
0.12,0.0045,0.27,0.22,0.1,0.0158,0.0333,0.07,0.2316,0.147,0.0133,0.0016,0.3466,0.5074,True
0.06,0.0025,0.21,0.395,0.1,0.0159,0.0334,0.14,0.2316,0.154,0.0133,0.0016,0.3466,0.2671,True
0.06,0.1221,0.23,0.0082,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0124,0.22,0.0804,0.1,0.0158,0.0334,0.08,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0014,0.35,0.6938,0.1,0.1207,0.3964,0.05,0.221,0.154,0.0133,0.0016,0.3466,0.2623,True
0.09,0.001,0.46,0.9706,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.1887,True
0.06,0.0013,0.24,0.7988,0.1,0.0158,0.0378,0.07,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0039,0.6,0.256,0.1,0.0157,0.0377,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0741,0.25,0.0135,0.1,0.0157,0.0335,0.04,0.2316,0.147,0.2068,0.0016,0.3466,0.2799,True
0.09,0.0052,0.23,0.1935,0.1,0.0158,0.0334,0.08,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.005,0.21,0.2,0.1,0.0157,0.0377,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0045,0.56,0.224,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0017,0.3,0.6,0.1,0.0161,0.0379,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0048,0.22,0.2089,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0855,0.3,0.0117,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.207,0.0016,0.3466,0.2266,True
0.06,0.0035,0.64,0.2855,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0033,0.3,0.3,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.2069,0.0016,0.3466,0.0317,True
0.12,0.0031,0.22,0.324,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0016,0.3466,0.4695,True
0.06,0.0013,0.44,0.75,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0041,0.45,0.2433,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.0133,0.0016,0.3466,0.5884,True
0.04,0.025,0.44,0.04,0.1,0.0698,0.1002,0.28,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0303,0.35,0.033,0.1,0.0464,0.423,0.05,0.2278,0.154,0.0133,0.0016,0.3466,0.3574,True
0.04,0.0079,0.45,0.1263,0.1,0.0752,0.3373,0.35,0.2125,0.147,0.0133,0.0016,0.3466,0.5332,True
0.09,0.0016,0.29,0.6148,0.1,0.0161,0.0379,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0029,0.66,0.3399,0.1,0.131,0.4336,0.47,0.2319,0.154,0.2068,0.0016,0.3466,0.172,True
0.06,0.0021,0.29,0.475,0.1,0.0158,0.0333,0.07,0.2315,0.147,0.0133,0.0016,0.3466,0.5074,True
0.09,0.0021,0.31,0.4874,0.1,0.0161,0.0379,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0042,0.23,0.24,0.1,0.0158,0.0333,0.07,0.2315,0.154,0.0133,0.0016,0.3466,0.5074,True
0.12,0.0016,0.3,0.6128,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.2194,True
0.09,0.0034,0.31,0.293,0.3,0.1272,0.4205,0.37,0.2318,0.154,0.0133,0.0016,0.3466,0.1296,True
0.06,0.0325,0.23,0.0308,0.1,0.0236,0.426,0.26,0.2288,0.154,0.2071,0.0016,0.3466,0.2769,True
0.12,0.0556,0.44,0.018,0.1,0.0158,0.0336,0.09,0.2316,0.147,0.0133,0.0016,0.3466,0.0702,True
0.06,0.0013,0.64,0.75,0.1,0.1103,0.3631,0.49,0.2318,0.147,0.2068,0.0016,0.3466,0.5017,True
0.12,0.0038,0.61,0.2632,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.2068,0.0016,0.3466,0.6441,True
0.12,0.0091,0.62,0.1102,0.1,0.1251,0.4107,0.36,0.2318,0.154,0.2068,0.0016,0.3466,0.5501,True
0.06,0.0082,0.31,0.1222,0.1,0.0158,0.0378,0.07,0.2316,0.147,0.2068,0.0016,0.3466,0.5074,True
0.12,0.0075,0.26,0.1341,0.1,0.0937,0.3304,0.06,0.2112,0.154,0.0133,0.0016,0.3466,0.4579,True
0.04,0.0497,0.26,0.0201,0.1,0.0157,0.0377,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.0161,True
0.06,0.0042,0.47,0.24,0.1,0.0161,0.0335,0.25,0.2316,0.147,0.2068,0.0016,0.3466,0.536,True
0.12,0.0015,0.25,0.649,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.0209,True
0.09,0.0018,0.67,0.5484,0.1,0.1103,0.3631,0.49,0.2318,0.154,0.2068,0.0016,0.3466,0.4517,True
0.09,0.0015,0.27,0.6667,0.1,0.0157,0.0377,0.04,0.2316,0.147,0.0133,0.0016,0.3466,0.0971,True
0.06,0.0027,0.38,0.3773,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0037,0.32,0.2714,0.1,0.0698,0.1446,0.28,0.2317,0.147,0.0133,0.0016,0.3466,0.5884,True
0.09,0.0012,0.29,0.8333,0.1,0.0157,0.0377,0.04,0.2316,0.154,0.0133,0.0016,0.3466,0.5653,True
0.09,0.0021,0.51,0.48,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0016,0.3466,0.3574,True
0.09,0.0086,0.44,0.116,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.5833,True
0.04,0.0053,0.45,0.1885,0.1,0.1252,0.4173,0.36,0.2258,0.147,0.207,0.0016,0.3466,0.4579,True
0.06,0.0019,0.32,0.5332,0.1,0.1058,0.3435,0.48,0.2138,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.002,0.48,0.5081,0.1,0.0876,0.3663,0.24,0.2168,0.147,0.0133,0.0014,0.3466,0.4579,True
0.09,0.002,0.23,0.5027,0.1,0.0158,0.0379,0.09,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.04,0.0103,0.44,0.0967,0.1,0.0157,0.0377,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0013,0.25,0.7661,0.1,0.0157,0.0335,0.04,0.2316,0.147,0.0133,0.0016,0.3466,0.0209,True
0.06,0.0181,0.6,0.0554,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.207,0.0016,0.3466,0.4579,True
0.06,0.0012,0.28,0.8365,0.1,0.1262,0.4173,0.26,0.2259,0.154,0.0133,0.0016,0.3466,0.1506,True
0.09,0.0061,0.56,0.1631,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0453,0.26,0.0221,0.1,0.016,0.0334,0.24,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0019,0.33,0.5333,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.0133,0.0016,0.3466,0.5561,True
0.09,0.0333,0.33,0.03,0.1,0.0161,0.0335,0.25,0.2316,0.147,0.0133,0.0016,0.3466,0.0528,True
0.09,0.002,0.27,0.5128,0.1,0.0749,0.1446,0.35,0.2317,0.147,0.0133,0.0016,0.3466,0.4579,True
0.12,0.05,0.25,0.02,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.0043,True
0.12,0.0029,0.34,0.35,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.2069,0.0016,0.3466,0.0971,True
0.12,0.0044,0.41,0.225,0.1,0.1103,0.3631,0.49,0.2318,0.154,0.207,0.0016,0.3466,0.5017,True
0.06,0.0073,0.58,0.1375,0.1,0.0158,0.1493,0.08,0.2317,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0688,0.4,0.0145,0.1,0.0158,0.1493,0.07,0.2317,0.147,0.0133,0.0016,0.3466,0.5074,True
0.12,0.0192,0.32,0.052,0.1,0.016,0.1494,0.24,0.2317,0.154,0.207,0.0016,0.3466,0.3619,True
0.12,0.0284,0.37,0.0352,0.1,0.0157,0.1493,0.06,0.2317,0.154,0.207,0.0016,0.3466,0.1361,True
0.06,0.0012,0.43,0.808,0.1,0.0157,0.1492,0.02,0.2317,0.147,0.0133,0.0016,0.3466,0.1361,True
0.12,0.0097,0.45,0.1033,0.1,0.0158,0.1493,0.08,0.2317,0.147,0.0133,0.0015,0.3466,0.4579,True
0.09,0.0269,0.8,0.0372,0.1,0.1255,0.4168,0.36,0.2255,0.147,0.2068,0.0016,0.3466,0.4579,True
0.12,0.0875,0.29,0.0114,0.1,0.0157,0.1492,0.02,0.2317,0.147,0.0133,0.0016,0.3466,0.5702,True
0.09,0.0014,0.33,0.7,0.1,0.0157,0.1493,0.06,0.2317,0.154,0.2069,0.0016,0.3466,0.4579,True
0.06,0.0075,0.53,0.1333,0.1,0.1103,0.363,0.49,0.2318,0.147,0.2068,0.0016,0.3466,0.5923,True
0.06,0.025,0.22,0.04,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.002,0.39,0.5,0.1,0.1051,0.3416,0.48,0.2318,0.147,0.0133,0.0016,0.3466,0.2799,True
0.06,0.004,0.25,0.2476,0.1,0.1251,0.4112,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.183,True
0.06,0.0381,0.38,0.0263,0.1,0.0157,0.1492,0.05,0.2317,0.154,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0158,0.31,0.0634,0.1,0.0157,0.1492,0.05,0.2317,0.154,0.0133,0.0016,0.3466,0.2799,True
0.12,0.0021,0.23,0.4846,0.1,0.1251,0.4112,0.36,0.2318,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0032,0.24,0.3086,0.1,0.0161,0.1494,0.25,0.2317,0.154,0.0133,0.0016,0.3466,0.0161,True
0.09,0.023,0.23,0.0434,0.1,0.0157,0.0335,0.04,0.2316,0.154,0.0133,0.0016,0.3466,0.2147,True
0.03,0.0013,0.65,0.7893,0.1,0.1247,0.4097,0.05,0.2228,0.154,0.0133,0.0016,0.3466,0.5702,True
0.12,0.0014,0.37,0.7092,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.0133,0.0016,0.3466,0.4637,True
0.06,0.0041,0.55,0.2451,0.1,0.1137,0.415,0.35,0.2247,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.002,0.29,0.5,0.1,0.1251,0.4107,0.36,0.2318,0.147,0.0133,0.0016,0.3466,0.3098,True
0.12,0.0013,0.38,0.7867,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.3304,True
0.12,0.0092,0.67,0.1091,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.2068,0.0016,0.3466,0.3235,True
0.06,0.0017,0.21,0.6,0.1,0.0286,0.3277,0.26,0.2105,0.147,0.2069,0.0016,0.3466,0.4579,True
0.12,0.0104,0.29,0.0958,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0019,0.54,0.5375,0.1,0.0158,0.0336,0.09,0.2316,0.154,0.2068,0.0016,0.3466,0.0702,True
0.06,0.0013,0.33,0.8,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0016,0.3466,0.5702,True
0.06,0.0019,0.24,0.5137,0.1,0.0157,0.0336,0.02,0.2316,0.147,0.0133,0.0016,0.3466,0.3206,True
0.06,0.0146,0.31,0.0686,0.1,0.0158,0.1493,0.1,0.2317,0.147,0.0133,0.0016,0.3466,0.1244,True
0.06,0.0043,0.62,0.232,0.1,0.0972,0.3756,0.25,0.2182,0.154,0.2068,0.0016,0.3466,0.0161,True
0.06,0.15,0.55,0.0067,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0125,0.63,0.08,0.1,0.016,0.0334,0.24,0.2316,0.154,0.0133,0.0016,0.3466,0.6471,True
0.12,0.0013,0.32,0.768,0.1,0.0161,0.0335,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.2623,True
0.09,0.0024,0.38,0.4208,0.1,0.0161,0.0335,0.25,0.2316,0.154,0.0133,0.0016,0.3466,0.0161,True
0.12,0.0013,0.46,0.8,0.1,0.016,0.0334,0.24,0.2316,0.147,0.0133,0.0016,0.3466,0.5702,True
0.12,0.0018,0.69,0.5567,0.1,0.0158,0.0336,0.09,0.2316,0.147,0.2068,0.0016,0.3466,0.0702,True
0.06,0.002,0.31,0.5017,0.1,0.0157,0.0335,0.04,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0294,0.65,0.034,0.1,0.016,0.0334,0.24,0.2316,0.147,0.0133,0.0016,0.3466,0.5351,True
0.06,0.0034,0.62,0.2967,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.2068,0.0016,0.3466,0.4579,True
0.06,0.0043,0.23,0.2308,0.1,0.0157,0.0335,0.06,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0023,0.25,0.429,0.1,0.0158,0.0335,0.1,0.2316,0.154,0.207,0.0016,0.3466,0.4579,True
0.06,0.0034,0.21,0.2963,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0016,0.3466,0.0528,True
0.09,0.0473,0.33,0.0211,0.1,0.0001,0.0216,0.02,0.0283,0.154,0.0133,0.0016,0.3466,0.5833,True
0.06,0.0335,0.36,0.0299,0.1,0.0159,0.0334,0.14,0.2316,0.154,0.0133,0.0016,0.3466,0.5684,True
0.09,0.0022,0.19,0.446,0.1,0.0242,0.047,0.04,0.1164,0.154,0.0133,0.0016,0.3466,0.029,True
0.06,0.0135,0.33,0.0739,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0036,0.3,0.275,0.1,0.0698,0.1446,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.5653,True
0.12,0.0022,0.75,0.4582,0.1,0.0159,0.0334,0.14,0.2316,0.147,0.2068,0.0016,0.3466,0.2671,True
0.06,0.0167,0.27,0.06,0.1,0.0749,0.1446,0.35,0.2317,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0043,0.65,0.2332,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.2068,0.0016,0.3466,0.2698,True
0.06,0.0029,0.51,0.3407,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0015,0.3466,0.2799,True
0.09,0.0161,0.39,0.0621,0.1,0.1137,0.3752,0.1,0.2181,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0709,0.39,0.0141,0.1,0.0161,0.0335,0.25,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0018,0.54,0.5468,0.1,0.0194,0.3675,0.09,0.217,0.154,0.0133,0.0016,0.3466,0.0702,True
0.06,0.0032,0.25,0.3167,0.1,0.0157,0.0377,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0469,0.33,0.0213,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.5702,True
0.12,0.0096,0.69,0.1037,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2068,0.0016,0.3466,0.4637,True
0.12,0.0052,0.57,0.1924,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0027,0.25,0.375,0.1,0.016,0.0334,0.24,0.2316,0.154,0.0133,0.0016,0.3466,0.0528,True
0.12,0.0089,0.24,0.1119,0.1,0.0698,0.1446,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.5884,True
0.12,0.0043,0.22,0.2323,0.1,0.0698,0.1446,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.5884,True
0.09,0.0026,0.41,0.3833,0.1,0.0157,0.0377,0.01,0.2316,0.147,0.0133,0.0015,0.3466,0.159,True
0.06,0.0096,0.29,0.1042,0.1,0.0157,0.0334,0.01,0.2316,0.147,0.0133,0.0016,0.3466,0.5923,True
0.12,0.002,0.43,0.5104,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.0133,0.0016,0.3808,0.3574,True
0.09,0.0251,0.32,0.0398,0.1,0.0205,0.3409,0.25,0.2133,0.154,0.0133,0.0016,0.3466,0.0161,True
0.06,0.0046,0.74,0.2167,0.1,0.0161,0.0334,0.26,0.2316,0.154,0.2068,0.0016,0.3466,0.0161,True
0.12,0.0779,0.22,0.0128,0.1,0.0158,0.0333,0.07,0.2316,0.147,0.0133,0.0016,0.3466,0.5074,True
0.09,0.0025,0.63,0.4006,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0027,0.42,0.365,0.1,0.0161,0.0334,0.26,0.2316,0.147,0.0133,0.0016,0.3466,0.6406,True
0.06,0.001,0.22,0.9862,0.1,0.1245,0.423,0.05,0.2278,0.154,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0145,0.41,0.0691,0.1,0.1103,0.3631,0.49,0.2318,0.147,0.0133,0.0016,0.3466,0.5017,True
0.06,0.0034,0.24,0.294,0.1,0.1023,0.3257,0.35,0.2101,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0022,0.4,0.4605,0.1,0.123,0.4037,0.04,0.222,0.154,0.0133,0.0016,0.3466,0.543,True
0.06,0.0021,0.63,0.4706,0.1,0.016,0.0334,0.24,0.2316,0.147,0.2068,0.0016,0.3466,0.0861,True
0.12,0.0485,0.57,0.0206,0.1,0.1051,0.3416,0.48,0.2318,0.154,0.0133,0.0016,0.3466,0.5176,True
0.12,0.0018,0.3,0.5667,0.1,0.0158,0.1493,0.07,0.205,0.154,0.207,0.0016,0.3466,0.5074,True
0.12,0.0021,0.69,0.4736,0.1,0.1064,0.3449,0.48,0.2141,0.154,0.2068,0.0015,0.3439,0.2799,True
0.12,0.0012,0.28,0.8376,0.1,0.0698,0.1494,0.28,0.2317,0.154,0.0133,0.0016,0.3466,0.3321,True
0.12,0.004,0.66,0.25,0.1,0.0158,0.1493,0.07,0.2317,0.147,0.2068,0.0016,0.3466,0.5074,True
0.12,0.0027,0.55,0.365,0.1,0.0158,0.1493,0.08,0.2317,0.147,0.2068,0.0016,0.3466,0.1887,True
0.06,0.0025,0.35,0.3987,0.1,0.0157,0.1492,0.05,0.2317,0.147,0.2071,0.0015,0.3466,0.3574,True
0.12,0.0015,0.45,0.6839,0.1,0.1279,0.4215,0.49,0.2273,0.154,0.0133,0.0016,0.3466,0.5017,True
0.06,0.0094,0.39,0.1059,0.1,0.1104,0.3632,0.49,0.2164,0.147,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0054,0.57,0.1836,0.1,0.0749,0.1446,0.35,0.2317,0.147,0.2068,0.0016,0.3466,0.1887,True
0.06,0.001,0.52,0.9875,0.1,0.0158,0.0335,0.1,0.2316,0.147,0.2068,0.0016,0.3466,0.4579,True
0.06,0.0543,0.56,0.0184,0.1,0.1064,0.3449,0.48,0.2141,0.147,0.0133,0.0016,0.3466,0.5176,True
0.06,0.0082,0.63,0.1223,0.1,0.0001,0.0215,0.06,0.0282,0.147,0.2068,0.0016,0.3466,0.4579,True
0.09,0.0181,0.31,0.0552,0.1,0.016,0.0334,0.24,0.2316,0.147,0.207,0.0016,0.3466,0.4579,True
0.06,0.0049,0.65,0.205,0.1,0.0157,0.0335,0.05,0.2316,0.154,0.2068,0.0016,0.3466,0.1375,True
0.12,0.0022,0.52,0.45,0.1,0.0157,0.0335,0.06,0.2316,0.147,0.0133,0.0016,0.3466,0.5891,True
0.12,0.0032,0.33,0.313,0.1,0.0157,0.0336,0.02,0.2316,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0034,0.21,0.2972,0.1,0.0158,0.0333,0.07,0.2315,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0017,0.29,0.5957,0.1,0.1103,0.3631,0.49,0.2318,0.154,0.0133,0.0016,0.3466,0.4517,True
0.06,0.0034,0.62,0.2909,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.2068,0.0016,0.3466,0.3574,True
0.12,0.005,0.36,0.2,0.1,0.0158,0.0334,0.08,0.2316,0.147,0.2069,0.0016,0.3466,0.4579,True
0.06,0.0538,0.33,0.0186,0.1,0.1251,0.4324,0.36,0.2309,0.147,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0017,0.29,0.6,0.1,0.0157,0.0335,0.05,0.2316,0.147,0.0133,0.0016,0.3466,0.3574,True
0.15,0.0489,0.27,0.0205,0.1,0.0159,0.0334,0.14,0.2343,0.154,0.0133,0.0016,0.3466,0.5684,True
0.06,0.0422,0.31,0.0237,0.1,0.0157,0.0334,0.01,0.2316,0.154,0.0133,0.0016,0.3466,0.2194,True
0.12,0.1003,0.24,0.01,0.1,0.0001,0.0216,0.02,0.0277,0.154,0.2069,0.0016,0.3466,0.4579,True
